Identifiant,Date,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Part prise en charge (%),Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire,Lien vers données parlementaires
2011/1822,2011,CHAUMOUSEY,VOSGES,"la réhabilitation de la maison ""Thouvenin"" en mairie (1ère tranche)",181510.51,10000.00,5.51,HEINRICH Michel,Assemblée nationale,VOSGES,UMP,http://2007.nosdeputes.fr/HEINRICH%20Michel/xml
2011/1823,2011,CHAUMOUX-MARCILLY,CHER,"l'aménagement des logements locatifs situés 9, rue de Baugy",170593.50,22000.00,12.90,Gouvernement,Réserve ministérielle,#N/A,,
2011/1824,2011,CHAUSSAN,RHONE,divers travaux à l'école communale et l'aménagement des bureaux de la mairie,50144.00,4000.00,7.98,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC,http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
2011/1825,2011,CHAUSSOY-EPAGNY-HAINNEVILLE,SOMME,"la construction d'un dortoir, l'installation d'un chauffage, l'aménagement de sanitaires et la création d'un préau",36287.54,2500.00,6.89,GEST Alain,Assemblée nationale,SOMME,UMP,http://2007.nosdeputes.fr/GEST%20Alain/xml
2011/1826,2011,CHAUVE,LOIRE-ATLANTIQUE,l'extension de l'accueil périscolaire et de l'école publique du Parc,1472500.00,10000.00,0.68,BOENNEC Philippe,Assemblée nationale,LOIRE-ATLANTIQUE,UMP,http://2007.nosdeputes.fr/BOENNEC%20Philippe/xml
2011/1827,2011,CHAUVIGNY-DU-PERCHE,LOIR-ET-CHER,"la réfection de la toiture du logement communal et de la salle des fêtes, la pose d'une clôture et la restauration des façades de la mairie, côté rue du Perche",21756.27,2000.00,9.19,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
2011/1828,2011,CHAUVONCOURT,MEUSE,l'aménagement d'une aire de jeux,12085.83,2000.00,16.55,PANCHER Bertrand,Assemblée nationale,MEUSE,UMP,http://2007.nosdeputes.fr/PANCHER%20Bertrand/xml
2011/1829,2011,CHAUX,TERRITOIRE DE BELFORT,la réfection des peintures de la sacristie et du plancher des combles de l'église,13540.80,6000.00,44.31,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/1830,2011,CHAUX,COTE-D'OR,l'aménagement et la mise en accessibilité de la mairie et de l'ancienne école,116041.40,10000.00,8.62,SUGUENOT Alain,Assemblée nationale,COTE-D'OR,UMP,http://2007.nosdeputes.fr/SUGUENOT%20Alain/xml
2011/1831,2011,CHAUX,COTE-D'OR,l'aménagement de l'entrée sud du bourg (RD 8),77404.00,15000.00,19.38,HERVIAUX Odette,Sénat,MORBIHAN,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
2011/1832,2011,CHAUX-NEUVE,DOUBS,"la pose d'une porte et de fenêtres au refuge du téléski, d'un socle et d'un regard pour perche à neige avec alimentation en eau et électricité",25013.46,10000.00,39.98,BINETRUY Jean-Marie,Assemblée nationale,DOUBS,UMP,http://2007.nosdeputes.fr/BINETRUY%20Jean-Marie/xml
2011/1833,2011,CHAVAGNAC,CANTAL,l'acquisition d'un véhicule utilitaire équipé d'une benne,19380.00,9500.00,49.02,MARLEIX Alain,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
2011/1834,2011,CHAVANAC,CORREZE,"la pose de gouttières et d'un doublage isolant, dans le cadre de l'aménagement de la future mairie dans l'ancien four à pain",8259.80,2000.00,24.21,DUPONT Jean-Pierre,Assemblée nationale,CORREZE,UMP,http://2007.nosdeputes.fr/DUPONT%20Jean-Pierre/xml
2011/1835,2011,CHAVANAY,LOIRE,la réhabilitation d'un bâtiment en local de chasse,80500.00,15000.00,18.63,Gouvernement,Réserve ministérielle,#N/A,,
2011/1836,2011,CHAVANNAZ,HAUTE-SAVOIE,l'aménagement d'une aire de jeux,61907.05,20000.00,32.31,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/1837,2011,CHAVANNES-SUR-L'ETANG,HAUT-RHIN,l'extension des locaux scolaires,647144.65,30000.00,4.64,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/1838,2011,CHAVANNES-SUR-L'ETANG,HAUT-RHIN,la construction et l'aménagement des abords d'un commerce alimentaire,284750.00,10000.00,3.51,TROENDLE Catherine,Sénat,HAUT-RHIN,UMP,http://nossenateurs.fr/TROENDLE%20Catherine/xml
2011/1839,2011,CHAVERIA,JURA,la réfection de la piste forestière,6990.40,3300.00,47.21,PELISSARD Jacques,Assemblée nationale,JURA,UMP,http://2007.nosdeputes.fr/PELISSARD%20Jacques/xml
2011/1840,2011,CHAVEYRIAT,AIN,l'acquisition d'un défibrillateur cardiaque semi- automatique,1692.50,496.00,29.31,GOY-CHAVENT Sylvie,Sénat,AIN,UDI,http://nossenateurs.fr/GOY-CHAVENT%20Sylvie/xml
2011/1841,2011,CHAVIGNON,AISNE,la reprise de concessions funéraires et l'aménagement d'un ossuaire,71876.00,5000.00,6.96,LEFEVRE Antoine,Sénat,AISNE,UMP,http://nossenateurs.fr/LEFEVRE%20Antoine/xml
2011/1842,2011,CHAVIGNY-BAILLEUL,EURE,"l'installation de ralentisseurs et de panneaux de ""stop"" dans le cadre de l'amélioration de la sécurité routière en agglomération",19945.56,9000.00,45.12,Gouvernement,Réserve ministérielle,#N/A,,
2011/1843,2011,CHAVILLE,HAUTS-DE-SEINE,la rénovation de l'école élémentaire Ferdinand Buisson (2ème tranche),863000.00,200000.00,23.17,GUILLET Jean-Jacques,Assemblée nationale,HAUTS-DE-SEINE,UMP,http://2007.nosdeputes.fr/GUILLET%20Jean-Jacques/xml
2011/1844,2011,CHAVILLE,HAUTS-DE-SEINE,"la réfection à l'école élémentaire Ferdinand Buisson, des menuiseries du rez-de-chaussée et l'installation d'un ascenseur",315000.00,150000.00,47.62,GUILLET Jean-Jacques,Assemblée nationale,HAUTS-DE-SEINE,UMP,http://2007.nosdeputes.fr/GUILLET%20Jean-Jacques/xml
2011/1845,2011,CHAVILLE,HAUTS-DE-SEINE,"la réhabilitation du pavillon situé 8, boulevard de la République en bureaux",393500.00,150000.00,38.12,GUILLET Jean-Jacques,Assemblée nationale,HAUTS-DE-SEINE,UMP,http://2007.nosdeputes.fr/GUILLET%20Jean-Jacques/xml
2011/1846,2011,CHAVONNE,AISNE,la réfection des fenêtres et de la porte de la mairie,8270.00,3000.00,36.28,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/1847,2011,CHAVONNE,AISNE,l'édification d'un columbarium et l'aménagement d'un jardin du souvenir,1044.57,500.00,47.87,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/1848,2011,CHAVORNAY,AIN,l'acquisition d'un défibrillateur cardiaque automatique et d'un boîtier mural,2052.00,1000.00,48.73,GOY-CHAVENT Sylvie,Sénat,AIN,UDI,http://nossenateurs.fr/GOY-CHAVENT%20Sylvie/xml
2011/1849,2011,CHAZELLES,CANTAL,la réfection des chemins communaux et l'installation de lampes,7743.57,3871.00,49.99,MARLEIX Alain,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
2011/1850,2011,CHAZELLES,JURA,la réfection du préau de la mairie,13148.15,3500.00,26.62,BAILLY Gérard,Sénat,JURA,UMP,http://nossenateurs.fr/BAILLY%20Gérard/xml
2011/1851,2011,CHAZELLES,HAUTE-LOIRE,le réaménagement intérieur de la mairie,30084.00,10000.00,33.24,BOYER Jean,Sénat,HAUTE-LOIRE,UDI,http://nossenateurs.fr/BOYER%20Jean/xml
2011/1852,2011,CHAZELLES-SUR-LAVIEU,LOIRE,la restauration de la toiture de l'église,81500.66,7200.00,8.83,FOURNIER Bernard,Sénat,LOIRE,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
2011/1853,2011,CHAZELLES-SUR-LYON,LOIRE,l'acquisition d'une saleuse-sableuse automatique,17300.00,5000.00,28.90,FOURNIER Bernard,Sénat,LOIRE,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
2011/1854,2011,CHELLE-SPOU,HAUTES-PYRENEES,"l'acquisition de terrains, la réhabilitation du bâtiment communal et l'aménagement d'une place centrale",178000.00,5000.00,2.81,FORGUES Pierre,Assemblée nationale,HAUTES-PYRENEES,SRC,http://2007.nosdeputes.fr/FORGUES%20Pierre/xml
2011/1855,2011,CHELUN,ILLE-ET-VILAINE,l'extension de la salle communale,161314.72,50000.00,31.00,MEHAIGNERIE Pierre,Assemblée nationale,ILLE-ET-VILAINE,UMP,http://2007.nosdeputes.fr/MEHAIGNERIE%20Pierre/xml
2011/1856,2011,CHEMAUDIN,DOUBS,la rénovation thermique du groupe scolaire Denise Arnoux,771000.00,20000.00,2.59,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/1857,2011,CHEMAUDIN,DOUBS,le déplacement et la restauration du lavoir,153023.00,5000.00,3.27,HUMBERT Jean-François,Sénat,DOUBS,UMP,http://nossenateurs.fr/HUMBERT%20Jean-François/xml
2011/1858,2011,CHEMERE,LOIRE-ATLANTIQUE,l'extension du restaurant scolaire,306408.53,20000.00,6.53,Gouvernement,Réserve ministérielle,#N/A,,
2011/1859,2011,CHEMERY-LES-DEUX,MOSELLE,l'aménagement d'un terrain multisports,51940.00,10000.00,19.25,Gouvernement,Réserve ministérielle,#N/A,,
2011/1860,2011,CHEMERY-LES-DEUX,MOSELLE,l'aménagement d'une aire de jeux,20429.00,2000.00,9.79,ADNOT Philippe,Sénat,AUBE,NI,http://nossenateurs.fr/ADNOT%20Philippe/xml
2011/1861,2011,CHEMERY-LES-DEUX,MOSELLE,l'extension du foyer communal,39408.00,4000.00,10.15,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV,http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
2011/1862,2011,CHEMILLE-SUR-DEME,INDRE-ET-LOIRE,"l'aménagement de l'agence postale dans le bâtiment situé 2, place de l'Eglise",56072.49,5000.00,8.92,BRIAND Philippe,Assemblée nationale,INDRE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/BRIAND%20Philippe/xml
2011/1863,2011,CHENAC-SAINT-SEURIN-D'UZET,CHARENTE-MARITIME,l'acquisition d'un bâtiment en vue d'aménager un atelier municipal,75236.40,37618.00,50.00,Gouvernement,Réserve ministérielle,#N/A,,
2011/1864,2011,CHENAS,RHONE,la mise aux normes d'accessibilité et de sécurité de la mairie (1ère tranche),54520.00,10000.00,18.34,DINI Muguette,Sénat,RHONE,UDI,http://nossenateurs.fr/DINI%20Muguette/xml
2011/1865,2011,CHENAY,SARTHE,"la construction d'une mairie, d'ateliers municipaux et d'une salle polyvalente",482000.00,30000.00,6.22,LE MENER Dominique,Assemblée nationale,SARTHE,UMP,http://2007.nosdeputes.fr/LE MENER Dominique/xml
2011/1866,2011,CHENAY-LE-CHATEL,SAONE-ET-LOIRE,la mise aux normes du chauffage et de l'installation électrique de l'église,35549.92,10000.00,28.13,Gouvernement,Réserve ministérielle,#N/A,,
2011/1867,2011,CHENEDOUIT,ORNE,l'installation de gouttières à la sacristie et de nouvelles fenêtres à l'église,7472.80,3000.00,40.15,LAMBERT Alain,Assemblée nationale,VAL-DE-MARNE,UMP,http://2007.nosdeputes.fr/LAMBERT%20Alain/xml
2011/1868,2011,CHENEHUTTE-TREVES-CUNAULT,MAINE-ET-LOIRE,"l'effacement des réseaux, Bourg Chiffou",48885.60,5000.00,10.23,PIRON Michel,Assemblée nationale,MAINE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/PIRON%20Michel/xml
2011/1869,2011,CHENEREILLES,HAUTE-LOIRE,l'extension du réseau d'assainissement du bourg,28124.00,11250.00,40.00,BOYER Jean,Sénat,HAUTE-LOIRE,UDI,http://nossenateurs.fr/BOYER%20Jean/xml
2011/1870,2011,CHENEREILLES,LOIRE,l'extension de l'école et de la cantine,717111.00,40000.00,5.58,MATHON-POINAT Josiane,Sénat,LOIRE,CRC-SPG,http://nossenateurs.fr/MATHON-POINAT%20Josiane/xml
2011/1871,2011,CHENEVELLES,VIENNE,la construction d'une salle de spectacles,955433.04,10000.00,1.05,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/1872,2011,CHENEVIERES,MEURTHE-ET-MOSELLE,la construction de garages communaux,195642.31,8000.00,4.09,LAMBLIN Jacques,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP,http://2007.nosdeputes.fr/LAMBLIN%20Jacques/xml
2011/1873,2011,CHENICOURT,MEURTHE-ET-MOSELLE,"l'installation de protections extérieures des vitraux, à l'église",16719.90,4000.00,23.92,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC,http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
2011/1874,2011,CHENIERES,MEURTHE-ET-MOSELLE,"l'aménagement de trottoirs, rue de la Fontaine",34367.65,5000.00,14.55,BOULAUD Didier,Sénat,NIEVRE,SOC,http://nossenateurs.fr/BOULAUD%20Didier/xml
2011/1875,2011,CHENIERES,MEURTHE-ET-MOSELLE,"l'installation d'une borne incendie et le déplacement du compteur de réseaux, voie de Baslieux",9924.14,2500.00,25.19,DIDIER Evelyne,Sénat,MEURTHE-ET-MOSELLE,CRC,http://nossenateurs.fr/DIDIER%20Evelyne/xml
2011/1876,2011,CHENILLE-CHANGE,MAINE-ET-LOIRE,l'aménagement d'un chemin piétonnier et la réfection des contreforts et du portail de l'église,53319.94,26659.00,50.00,JEANNETEAU Paul,Assemblée nationale,MAINE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/JEANNETEAU%20Paul/xml
2011/1877,2011,CHENIMENIL,VOSGES,l'aménagement d'une voie d'accès à la maison de retraite et la viabilisation d'un lotissement,408543.25,20000.00,4.90,CHERPION Gérard,Assemblée nationale,VOSGES,UMP,http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
2011/1878,2011,CHENNEBRUN,EURE,l'élaboration d'une carte communale,3550.00,1000.00,28.17,PONIATOWSKI Ladislas,Sénat,EURE,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
2011/1879,2011,CHENNEGY,AUBE,l'installation de l'éclairage public au parking des transports scolaires et chemin de l'Ecole,6050.00,800.00,13.22,ADNOT Philippe,Sénat,AUBE,NI,http://nossenateurs.fr/ADNOT%20Philippe/xml
2011/1880,2011,CHENNEVIERES-SUR-MARNE,VAL-DE-MARNE,la restauration de l'église Saint-Pierre,139214.00,20000.00,14.37,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/1881,2011,CHENOISE,SEINE-ET-MARNE,la mise en place d'une citerne incendie,88000.00,25100.00,28.52,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/1882,2011,CHENONCEAUX,INDRE-ET-LOIRE,la réhabilitation de la mairie et de la salle de classe de l'école primaire,24731.83,11000.00,44.48,GREFF Claude,Assemblée nationale,INDRE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/GREFF%20Claude/xml
2011/1883,2011,CHENOU,SEINE-ET-MARNE,la restauration de l'église Saint-Sulpice et Saint-Antoine,83257.27,23500.00,28.23,JULIA Didier,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JULIA%20Didier/xml
2011/1884,2011,CHERIER,LOIRE,l'aménagement paysager du Bourg-des-Moulins,16764.05,8382.00,50.00,NICOLIN Yves,Assemblée nationale,LOIRE,UMP,http://2007.nosdeputes.fr/NICOLIN%20Yves/xml
2011/1885,2011,CHERIER,LOIRE,l'acquisition d'une saleuse-gravillonneuse,4000.00,2000.00,50.00,NICOLIN Yves,Assemblée nationale,LOIRE,UMP,http://2007.nosdeputes.fr/NICOLIN%20Yves/xml
2011/1886,2011,CHERISEY,MOSELLE,la restauration de la toiture de l'église Saint-Barthélémy,69794.10,2000.00,2.87,MASSON Jean-Louis,Sénat,#N/A,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
2011/1887,2011,CHERONVILLIERS,EURE,travaux d'éclairage public à la résidence Jouanicou,6640.03,2000.00,30.12,PONIATOWSKI Ladislas,Sénat,EURE,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
2011/1888,2011,CHEROY,YONNE,"l'aménagement du carrefour des routes départementales, rues Armand Thorailler, de l'Hôtel de Ville et place de la Concorde",602085.07,61000.00,10.13,Gouvernement,Réserve ministérielle,#N/A,,
2011/1889,2011,CHERRE,MAINE-ET-LOIRE,la construction d'un restaurant scolaire de type modulaire,261564.72,35000.00,13.38,JEANNETEAU Paul,Assemblée nationale,MAINE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/JEANNETEAU%20Paul/xml
2011/1890,2011,CHERREAU,SARTHE,l'aménagement d'une liaison douce de Cherreau à La Ferté-Bernard,323800.00,10000.00,3.09,LE MENER Dominique,Assemblée nationale,SARTHE,UMP,http://2007.nosdeputes.fr/LE MENER Dominique/xml
2011/1891,2011,CHERVEIX-CUBAS,DORDOGNE,l'acquisition de tondeuses,17493.50,3000.00,17.15,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC,http://nossenateurs.fr/BERIT-DEBAT%20Claude/xml
2011/1892,2011,CHERY-CHARTREUVE,AISNE,"la mise en conformité électrique de logements communaux situés 6, route de Fismes",8150.08,4000.00,49.08,VASSEUR Isabelle,Assemblée nationale,AISNE,UMP,http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
2011/1893,2011,CHESLEY,AUBE,la restructuration de l'ancien presbytère,49365.00,5000.00,10.13,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP,http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
2011/1894,2011,CHESNY,MOSELLE,l'acquisition d'un tableau blanc interactif pour l'école élémentaire,3018.00,1500.00,49.70,MASSON Jean-Louis,Sénat,#N/A,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
2011/1895,2011,CHESSY-LES-PRES,AUBE,la réhabilitation d'une grange en local technique,221270.90,5000.00,2.26,GAILLARD Yann,Sénat,AUBE,UMP,http://nossenateurs.fr/GAILLARD%20Yann/xml
2011/1896,2011,CHEUGE,COTE-D'OR,l'aménagement d'un terrain de jeux derrière la mairie,6240.00,2500.00,40.06,DELATTE Rémi,Assemblée nationale,COTE-D'OR,UMP,http://2007.nosdeputes.fr/DELATTE%20Rémi/xml
2011/1897,2011,CHEVANCEAUX,CHARENTE-MARITIME,la réhabilitation d'un bâtiment en atelier communal,38500.00,10000.00,25.97,Gouvernement,Réserve ministérielle,#N/A,,
2011/1898,2011,CHEVENON,NIEVRE,la construction d'une boulangerie-pâtisserie-épicerie,141634.17,10000.00,7.06,CARRILLON-COUVREURMartine,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/CARRILLON-COUVREURMartine/xml
2011/1899,2011,CHEVENOZ,HAUTE-SAVOIE,l'extension du réseau d'assainissement au hameau d'Arce,421584.60,7000.00,1.66,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI,http://nossenateurs.fr/AMOUDRY%20Jean-Paul/xml
2011/1900,2011,CHEVERNY,LOIR-ET-CHER,travaux de voirie et la sécurisation de la rue du Château (tranches ferme et conditionnelle),621068.00,40000.00,6.44,Gouvernement,Réserve ministérielle,#N/A,,
2011/1901,2011,CHEVEUGES,ARDENNES,la réhabilitation des vestiaires du terrain de football,85500.00,15000.00,17.54,Gouvernement,Réserve ministérielle,#N/A,,
2011/1902,2011,CHEVIERES,ARDENNES,l'installation d'une nouvelle porte d'entrée à la mairie,3900.00,1000.00,25.64,Gouvernement,Réserve ministérielle,#N/A,,
2011/1903,2011,CHEVIGNEY-SUR-L'OGNON,DOUBS,"la réfection du bâtiment communal de ""la Cure"" (2ème tranche)",14354.44,3000.00,20.90,BRANGET Françoise,Assemblée nationale,DOUBS,UMP,http://2007.nosdeputes.fr/BRANGET%20Françoise/xml
2011/1904,2011,CHEVIRE-LE-ROUGE,MAINE-ET-LOIRE,"l'extension de l'école ""les Tournesols""",102333.89,6000.00,5.86,TAUGOURDEAU Jean-Charles,Assemblée nationale,MAINE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/TAUGOURDEAU%20Jean-Charles/xml
2011/1905,2011,CHEVREMONT,TERRITOIRE DE BELFORT,la réfection de la cour de l'école primaire,64248.00,10000.00,15.56,CHEVENEMENT Jean-Pierre,Sénat,TERRITOIRE DE BELFORT,RDSE,http://nossenateurs.fr/CHEVENEMENT%20Jean-Pierre/xml
2011/1906,2011,CHEVREVILLE,MANCHE,la réfection de la route du Moulin et des chemins d'exploitation des Terriers et des Grésardières,30653.95,6000.00,19.57,HUET Guenhaël,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/HUET%20Guenhaël/xml
2011/1907,2011,CHEVRY,MANCHE,"la réfection de la voirie et des parkings, l'installation d'une signalétique et la numérotation des habitations",22681.36,5000.00,22.04,GOSSELIN Philippe,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GOSSELIN%20Philippe/xml
2011/1908,2011,CHEVRY-EN-SEREINE,SEINE-ET-MARNE,l'aménagement d'un terrain multisports,71361.00,12270.00,17.19,JULIA Didier,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JULIA%20Didier/xml
2011/1909,2011,CHEY,DEUX-SEVRES,l'extension de l'école et la réhabilitation du presbytère en mairie,217500.00,10000.00,4.60,DULAIT André,Sénat,DEUX-SEVRES,UMP,http://nossenateurs.fr/DULAIT%20André/xml
2011/1910,2011,CHEYLADE,CANTAL,la construction d'une véranda au bâtiment communal du Lac des Cascades,34908.49,6000.00,17.19,MEZARD Jacques,Sénat,CANTAL,RDSE,http://nossenateurs.fr/MEZARD%20Jacques/xml
2011/1911,2011,CHEYSSIEU,ISERE,"l'aménagement, la mise aux normes et l'accessibilité de la mairie",503750.00,30000.00,5.96,Gouvernement,Réserve ministérielle,#N/A,,
2011/1912,2011,CHEZY-EN-ORXOIS,AISNE,la réfection du mur du cimetière,12050.00,3000.00,24.90,VASSEUR Isabelle,Assemblée nationale,AISNE,UMP,http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
2011/1913,2011,CHEZY-EN-ORXOIS,AISNE,la restauration du presbytère,43957.83,5000.00,11.37,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/1914,2011,CHEZY-SUR-MARNE,AISNE,l'extension de l'école élémentaire Christian Cabrol,416831.25,20000.00,4.80,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/1915,2011,CHICHE,DEUX-SEVRES,la mise en accessibilité de la mairie,20000.00,5000.00,25.00,GRELLIER Jean,Assemblée nationale,DEUX-SEVRES,SRC,http://2007.nosdeputes.fr/GRELLIER%20Jean/xml
2011/1916,2011,CHICHEBOVILLE,CALVADOS,l'aménagement d'un terrain multisports,79998.00,5000.00,6.25,GARREC René,Sénat,CALVADOS,UMP,http://nossenateurs.fr/GARREC%20René/xml
2011/1917,2011,CHICHILIANNE,ISERE,la réfection de la voirie (programme 2010),127740.50,10000.00,7.83,FAURE Jean,Sénat,ISERE,UMP,http://nossenateurs.fr/FAURE%20Jean/xml
2011/1918,2011,CHICHILIANNE,ISERE,la construction d'un local pour le foyer de ski de fond,420000.00,10000.00,2.38,FAURE Jean,Sénat,ISERE,UMP,http://nossenateurs.fr/FAURE%20Jean/xml
2011/1919,2011,CHICHILIANNE,ISERE,la rénovation et la mise aux normes du patrimoine communal (programme 2011),100076.55,10000.00,9.99,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/1920,2011,CHICOURT,MOSELLE,la réfection de la rue du 20 Août 1914,47394.38,3000.00,6.33,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC,http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
2011/1921,2011,CHIDRAC,PUY-DE-DOME,la réfection de la voirie (programme 2011),38319.50,9540.00,24.90,ANDRE Michèle,Sénat,PUY-DE-DOME,SOC,http://nossenateurs.fr/ANDRE%20Michèle/xml
2011/1922,2011,CHIGNIN,SAVOIE,la restauration de la chapelle Saint-Anthelme,675464.84,80000.00,11.84,BOUVARD Michel,Assemblée nationale,SAVOIE,UMP,http://2007.nosdeputes.fr/BOUVARD%20Michel/xml
