Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/162,ANET,EURE-ET-LOIR,"l'acquisition d'un bien immobilier situé 17, rue Diane de Poitiers",122000.0,30000.0,Gouvernement,Réserve ministérielle,,
2011/163,ANGE,LOIR-ET-CHER,l'aménagement d'une salle multiculturelle,69810.19,7000.0,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI
2011/164,ANGECOURT,ARDENNES,l'aménagement d'un boulodrome,4419.24,50.0,LAMENIE Marc,Sénat,ARDENNES,UMP
2011/165,ANGEOT,TERRITOIRE DE BELFORT,la réfection de la toiture de l'église,35008.0,15000.0,Gouvernement,Réserve ministérielle,,
2011/166,ANGERVILLE,CALVADOS,la restauration du calvaire,19819.72,800.0,AMELINE Nicole,Assemblée nationale,CALVADOS,UMP
2011/167,ANGERVILLE-LA-CAMPAGNE,EURE,aménagements de sécurité rue du Vieux Puits et aux abords de la salle des associations,14718.4,3000.0,LEFRAND Guy,Assemblée nationale,EURE,UMP
2011/168,ANGERVILLE-LA-MARTEL,SEINE-MARITIME,la réfection du terrain multisports,29000.0,14500.0,FIDELIN Daniel,Assemblée nationale,SEINE-MARITIME,UMP
2011/169,ANGERVILLIERS,ESSONNE,"la création d'un commerce multiservices, place des Copains d'Abord",657339.5,20000.0,COLOT Geneviève,Assemblée nationale,ESSONNE,UMP
2011/170,ANGLARS-DE-SAINT-FLOUR,CANTAL,l'aménagement de l'éclairage public aux villages du Cros et d'Orceyrettes,55264.28,12000.0,MARLEIX Alain,Assemblée nationale,CANTAL,UMP
2011/171,ANGOISSE,DORDOGNE,"l'aménagement du préau, la réfection de la cour et le remplacement des menuiseries extérieures de l'école et la création d'une rampe d'accès à la cantine",72046.0,5000.0,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC
2011/172,ANGOUSTRINE-VILLENEUVE-LES- ESCALDES,PYRENEES-ORIENTALES,la restructuration de la mairie et l'acquisition de mobilier,90000.0,10000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/173,ANGRES,PAS-DE-CALAIS,la construction de la Maison de la citoyenneté,950000.0,25000.0,DANGLOT Jean-Claude,Sénat,PAS-DE-CALAIS,CRC-SPG
2011/174,ANGY,OISE,"l'installation d'une chaudière dans la maison communale située 125, rue Aristide Briand",8113.2,4000.0,COURTIAL Edouard,Assemblée nationale,OISE,UMP
2011/175,ANJOUIN,INDRE,la construction d'un local de stockage de matériel,74460.0,5000.0,PINTON Louis,Sénat,INDRE,UMP
2011/176,ANLA,HAUTES-PYRENEES,la réfection de la voirie (programme 2011),37787.0,9429.0,FORTASSIN François,Sénat,HAUTES-PYRENEES,RDSE
2011/177,ANNAY-SOUS-LENS,PAS-DE-CALAIS,"l'aménagement d'un poste de pêche accessible aux personnes à mobilité réduite, l'acquisition d'une table forestière accessible aux fauteuils roulants et la pose de plots d'éveil dans les salles communales",5853.69,2700.0,DELCOURT Guy,Assemblée nationale,PAS-DE-CALAIS,SRC
2011/178,ANNECY,HAUTE-SAVOIE,la réfection de l'éclairage du parc des sports,254894.96,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/179,ANNECY,HAUTE-SAVOIE,l'aménagement du square de la Victoire de Stalingrad,275363.94,136000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/180,ANNECY,HAUTE-SAVOIE,"l'aménagement de passages piétons, avenue Gambetta",75250.84,36000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/181,ANNECY,HAUTE-SAVOIE,"l'aménagement d'un nouveau cheminement piétonnier, avenue de Thônes",59298.35,28000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/182,ANNECY,HAUTE-SAVOIE,l'implantation de vestiaires modulaires au stade des Iles,250000.0,50000.0,HERISSON Pierre,Sénat,HAUTE-SAVOIE,UMP
2011/183,ANNECY-LE-VIEUX,HAUTE-SAVOIE,la plantation d'arbres (programme 2011),310000.0,120000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/184,ANNECY-LE-VIEUX,HAUTE-SAVOIE,travaux de revêtement bitumineux (programme 2011),352000.0,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/185,ANNECY-LE-VIEUX,HAUTE-SAVOIE,"la construction d'une crèche et d'un relais assistantes maternelles au lieu-dit ""Le Petit Brogny""",968634.0,200000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/186,ANNECY-LE-VIEUX,HAUTE-SAVOIE,"les travaux préparatoires et de viabilité connexes à la construction de la structure petite enfance et à l'aménagement d'un relais d'assistantes maternelles au ""Petit Brogny""",278000.0,80000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/187,ANNEMASSE,HAUTE-SAVOIE,la réhabilitation du centre nautique,12700000.0,45000.0,BIRRAUX Claude,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/188,ANNESSE-ET-BEAULIEU,DORDOGNE,l'aménagement de la rue du Général de Gaulle (tranches ferme et conditionnelle),489075.0,3000.0,ASSOULINE David,Sénat,PARIS,SOC
2011/189,ANNET-SUR-MARNE,SEINE-ET-MARNE,l'installation d'un système de vidéosurveillance de la voie publique,215862.66,25000.0,ALBARELLO Yves,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/190,ANNEVILLE-AMBOURVILLE,SEINE-MARITIME,la construction d'une supérette communale,566780.0,10000.0,BOUILLON Christophe,Assemblée nationale,SEINE-MARITIME,SRC
2011/191,ANNEVILLE-LA-PRAIRIE,HAUTE-MARNE,la mise aux normes du réseau d'eau potable,36185.0,5000.0,CORNUT-GENTILLE François,Assemblée nationale,HAUTE-MARNE,UMP
2011/192,ANNEVILLE-SUR-MER,MANCHE,l'assainissement des eaux usées du bourg,958143.14,40000.0,LE GRAND Jean-François,Sénat,MANCHE,NI
2011/193,ANNEYRON,DROME,la construction d'une école maternelle,1811059.0,25000.0,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC
2011/194,ANOS,PYRENEES-ATLANTIQUES,"la construction d'un local de rangement à la ""Maison Pour Tous""",48769.75,7000.0,BAYROU François,Assemblée nationale,PYRENEES-ATLANTIQUES,NI
2011/195,ANOUX,MEURTHE-ET-MOSELLE,la réfection du mur du verger en pierres sèches,5445.0,1000.0,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC
2011/196,ANOUX,MEURTHE-ET-MOSELLE,la réfection des sanitaires et de la porte arrière de la salle polyvalente,11605.41,2000.0,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC
2011/197,ANOUX,MEURTHE-ET-MOSELLE,la réfection de la route de Lixières,8670.0,1000.0,LE DEAUT Jean-Yves,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC
2011/198,ANTAGNAC,LOT-ET-GARONNE,l'aménagement de la traversée du village,37225.2,8361.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/199,ANTEZANT-LA-CHAPELLE,CHARENTE-MARITIME,la construction d'un atelier municipal et d'un local associatif et l'aménagement d'un espace paysager,134639.03,5000.0,QUERE Catherine,Assemblée nationale,CHARENTE-MARITIME,SRC
2011/200,ANTIBES,ALPES-MARITIMES,l'aménagement du parc de loisirs des Semboules,314080.0,130000.0,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP
2011/201,ANTIBES,ALPES-MARITIMES,l'aménagement du clos de l'Etoile Bouliste de la Croix Rouge,250000.0,120000.0,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP
2011/202,ANTIBES,ALPES-MARITIMES,l'aménagement du chemin des Terriers (1ère tranche),514800.0,200000.0,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP
2011/203,ANTIBES,ALPES-MARITIMES,l'aménagement du chemin des Terriers (2ème tranche),985200.0,200000.0,LEONETTI Jean,Assemblée nationale,ALPES-MARITIMES,UMP
2011/204,ANTIGNAC,CANTAL,la rénovation et la mise aux normes de l'auberge de la Sumène,21721.0,10000.0,BONY Jean-Yves,Assemblée nationale,CANTAL,UMP
2011/205,ANTIGNAC,HAUTE-GARONNE,la réhabilitation des biefs n°8 et n°9 du ruisseau,20000.0,1000.0,IDIART Jean-Louis,Assemblée nationale,HAUTE-GARONNE,SRC
2011/206,ANTIN,HAUTES-PYRENEES,la réhabilitation de l'ancienne école en logements locatifs,179872.0,5000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/207,ANZELING,MOSELLE,la réfection du mur du cimetière,15833.5,4000.0,MARC François,Sénat,FINISTERE,SOC
2011/208,AOUSTE-SUR-SYE,DROME,"la construction d'un restaurant scolaire, d'une bibliothèque et de bureaux",1557648.0,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/209,APCHON,CANTAL,le remplacement des fenêtres et des volets du bâtiment de la mairie,57450.0,6000.0,MARLEIX Alain,Assemblée nationale,CANTAL,UMP
2011/210,APPILLY,OISE,l'acquisition de matériel d'entretien pour les espace verts,8556.38,4278.0,GONNOT François-Michel,Assemblée nationale,OISE,UMP
2011/211,APREMONT,AIN,l'extension de l'école maternelle,512900.0,20000.0,de la VERPILLIERE Charles,Assemblée nationale,AIN,UMP
2011/212,APREMONT,HAUTE-SAONE,la mise en accessibilité de la mairie,11697.0,1000.0,JOYANDET Alain,Assemblée nationale,HAUTE-SAONE,UMP
2011/213,APREMONT-LA-FORET,MEUSE,l'aménagement d'une aire de jeux multisports,49500.0,5000.0,PANCHER Bertrand,Assemblée nationale,MEUSE,UMP
2011/214,APREMONT-SUR-AIRE,ARDENNES,l'installation d'un système de désinfection automatique de l'eau,4953.0,1500.0,Gouvernement,Réserve ministérielle,,
2011/215,APREMONT-SUR-AIRE,ARDENNES,la restauration des vitraux de l'église,14100.0,3000.0,Gouvernement,Réserve ministérielle,,
2011/216,APREMONT-SUR-AIRE,ARDENNES,travaux d'amélioration de la qualité de l'eau et de protection de la ressource,205049.68,20000.0,Gouvernement,Réserve ministérielle,,
2011/217,ARBIGNY-SOUS-VARENNES,HAUTE-MARNE,le transfert du secrétariat de la mairie au rez-de- chaussée du bâtiment mairie,17440.2,4000.0,DELONG Sophie,Assemblée nationale,HAUTE-MARNE,UMP
2011/218,ARBONNE,PYRENEES-ATLANTIQUES,la restructuration du rez-de-chaussée de la mairie,169275.13,15000.0,BOROTRA Didier,Sénat,PYRENEES-ATLANTIQUES,UC
2011/219,ARBONNE-LA-FORET,SEINE-ET-MARNE,la réfection du lavoir situé chemin de la Fontaine,4117.5,2058.0,HYEST Jean-Jacques,Sénat,SEINE-ET-MARNE,UMP
2011/220,ARBOUANS,DOUBS,l'équipement mobilier et matériel de l'accueil périscolaire,17791.44,8500.0,MOSCOVICI Pierre,Assemblée nationale,DOUBS,SRC
2011/221,ARBOUANS,DOUBS,la restauration de la fontaine,55266.25,7500.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/222,ARBOUET-SUSSAUTE,PYRENEES-ATLANTIQUES,la rénovation du fronton,91719.0,10000.0,CAZALET Auguste,Sénat,PYRENEES-ATLANTIQUES,UMP
2011/223,ARBUS,PYRENEES-ATLANTIQUES,l'acquisition de matériel de désherbage,16678.84,4400.0,LIGNIERES-CASSOU Martine,Assemblée nationale,PYRENEES-ATLANTIQUES,SRC
2011/224,ARCAMBAL,LOT,la réhabilitation du logement situé au-dessus de l'agence postale,35976.16,2700.0,ORLIAC Dominique,Assemblée nationale,LOT,SRC
2011/225,ARCEY,DOUBS,la réhabilitation du bâtiment des anciennes écoles,273800.0,10000.0,HUMBERT Jean-François,Sénat,DOUBS,UMP
2011/226,ARCHAMPS,HAUTE-SAVOIE,la construction et l'équipement d'une auberge communale,1273132.22,40000.0,BIRRAUX Claude,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/227,ARCHES,VOSGES,l'acquisition de mobilier pour la mairie,39126.03,10000.0,HEINRICH Michel,Assemblée nationale,VOSGES,UMP
2011/228,ARCHON,AISNE,l'aménagement d'un logement locatif au 1er étage de l'ancienne mairie,89942.97,4000.0,ANDRE Pierre,Sénat,AISNE,UMP
2011/229,ARCHON,AISNE,la restructuration et la mise en accessibilité de la mairie,117446.72,5500.0,LEFEVRE Antoine,Sénat,AISNE,UMP
2011/230,ARCONVILLE,AUBE,"la réfection de la voirie, rues du Maréchal Leclerc et du Monument",118414.45,5000.0,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP
2011/231,ARCY-SUR-CURE,YONNE,la restauration de la chapelle du Beugnon (2ème tranche),89920.0,8992.0,ROLLAND Jean-Marie,Assemblée nationale,YONNE,UMP
2011/232,ARDENAIS,CHER,la réfection d'une salle de classe de l'école (1ère tranche),26233.01,10000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/233,ARDENGOST,HAUTES-PYRENEES,l'installation d'une réserve incendie,71000.0,9000.0,FORGUES Pierre,Assemblée nationale,HAUTES-PYRENEES,SRC
2011/234,ARDENTES,INDRE,l'équipement de la cuisine du futur restaurant scolaire,122437.15,5000.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/235,ARDIN,DEUX-SEVRES,la restauration de l'église paroissiale (1ère tranche),243763.3,12134.0,DULAIT André,Sénat,DEUX-SEVRES,UMP
2011/236,ARDOIX,ARDECHE,la réfection de la mairie,15177.29,5000.0,DSUSOPT Olivier,Assemblée nationale,MORBIHAN,SRC
2011/237,ARDOIX,ARDECHE,"l'assainissement collectif du hameau de Cormes, la construction d'une station d'épuration et la reprise du réseau unitaire en réseau d'eaux pluviales (tranches 1 à 3)",810000.0,6000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/238,AREGNO,HAUTE-CORSE,la restauration des portes de l'église paroissiale,17119.5,5100.0,BERTRAND Xavier,Assemblée nationale,AISNE,UMP
2011/239,ARESCHES,JURA,la mise aux normes d'accessibilité et l'isolation du logement communal,13926.51,5686.0,BARBIER Gilbert,Sénat,JURA,RDSE
2011/240,ARESSY,PYRENEES-ATLANTIQUES,"la réfection de la voirie, chemin de Labielle",130000.0,12000.0,BAYROU François,Assemblée nationale,PYRENEES-ATLANTIQUES,NI
2011/241,ARGANCHY,CALVADOS,la mise en conformité de l'installation électrique des cloches de l'église,5718.6,1500.0,DUPONT Jean-Léonce,Sénat,CALVADOS,UDI
2011/242,ARGELOUSE,LANDES,la restauration de l'église Saint-André,137553.38,14000.0,CARRERE Jean-Louis,Sénat,LANDES,SOC
2011/243,ARGENTAT,CORREZE,l'installation d'un toboggan de type pentagliss au centre aquarécréatif,33500.0,5000.0,HOLLANDE François,Assemblée nationale,CORREZE,SRC
2011/244,ARGENTON-L'EGLISE,DEUX-SEVRES,le réaménagement de l'école publique,218600.0,7622.0,BECOT Michel,Sénat,DEUX-SEVRES,UMP
2011/245,ARGILLY,COTE-D'OR,la restauration des retables de l'église,48033.0,2479.0,HOUPERT Alain,Sénat,COTE-D'OR,UMP
2011/246,ARGOL,FINISTERE,l'extension de l'école primaire,400442.0,15000.0,PAUL Philippe,Sénat,FINISTERE,UMP
2011/247,ARIES-ESPENAN,HAUTES-PYRENEES,la réfection de la toiture de la maison Francingues,18851.0,6000.0,FORTASSIN François,Sénat,HAUTES-PYRENEES,RDSE
2011/248,ARLEBOSC,ARDECHE,la réfection de la mairie,238970.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/249,ARLES-SUR-TECH,PYRENEES-ORIENTALES,la réfection de la toiture du local situé au Carreau de la Mine,15050.0,7000.0,Gouvernement,Réserve ministérielle,,
2011/250,ARLEUF,NIEVRE,l'aménagement de la Maison des services publics,99493.48,10000.0,SIGNÉ René-Pierre,Sénat,NIEVRE,SOCV
2011/251,ARMANCOURT,OISE,l'installation d'une chaudière à gaz à la mairie et de radiateurs au local technique,9097.55,4500.0,Gouvernement,Réserve ministérielle,,
2011/252,ARMEAU,YONNE,la requalification de la rue du Val Saint Quentin,293957.7,15000.0,FORT Marie-Louise,Assemblée nationale,YONNE,UMP
2011/253,ARMENTIERES-EN-BRIE,SEINE-ET-MARNE,la requalification de la rue de la Gillette,239809.5,8000.0,Gouvernement,Réserve ministérielle,,
2011/254,ARMENTIERES-EN-BRIE,SEINE-ET-MARNE,la requalification de la rue Tancrou,166209.5,5000.0,Gouvernement,Réserve ministérielle,,
2011/255,ARMENTIERES-SUR-AVRE,EURE,l'élaboration d'une carte communale,4000.0,1000.0,PONIATOWSKI Ladislas,Sénat,EURE,UMP
2011/256,ARMENTIERES-SUR-OURCQ,AISNE,"travaux de drainage sur la RD 79, rue du Pont",57829.74,8500.0,VASSEUR Isabelle,Assemblée nationale,AISNE,UMP
2011/257,ARMILLAC,LOT-ET-GARONNE,l'extension et la mise en accessibilité de la salle communale,129500.0,20000.0,DIEFENBACHER Michel,Assemblée nationale,LOT-ET-GARONNE,UMP
2011/258,ARMIX,AIN,l'acquisition d'un défibrillateur cardiaque automatique et d'une armoire murale,1851.08,925.0,GOY-CHAVENT Sylvie,Sénat,AIN,UDI
2011/259,ARMOY,HAUTE-SAVOIE,la réhabilitation de l'aile est du bâtiment communal du chef-lieu,100537.0,8000.0,FRANCINA Marc,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/260,ARNAC-POMPADOUR,CORREZE,l'extension et la rénovation de l'école élémentaire (1ère tranche),305447.0,5000.0,HOLLANDE François,Assemblée nationale,CORREZE,SRC
2011/261,ARNAVILLE,MEURTHE-ET-MOSELLE,la réfection de la charpente du centre socioculturel,77404.43,15000.0,Gouvernement,Réserve ministérielle,,
2011/262,ARNAY-SOUS-VITTEAUX,COTE-D'OR,la réfection de la voie communale de Volnay,48426.8,20000.0,Gouvernement,Réserve ministérielle,,
2011/263,AROFFE,VOSGES,la démolition de ruines et l'aménagement d'une entrée du village et d'un espace public,51900.0,3000.0,GAULTIER Jean-Jacques,Assemblée nationale,VOSGES,UMP
2011/264,AROUE-ITHORROTS-OLHAIBY,PYRENEES-ATLANTIQUES,la restauration de l'église,269450.0,20000.0,CAZALET Auguste,Sénat,PYRENEES-ATLANTIQUES,UMP
2011/265,ARPHEUILLES,INDRE,l'enfouissement des réseaux,43450.07,5000.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/266,ARQUES,PAS-DE-CALAIS,l'acquisition de tableaux blancs interactifs pour les écoles,22525.89,4000.0,LEFAIT Michel,Assemblée nationale,PAS-DE-CALAIS,SRC
2011/267,ARQUES,PAS-DE-CALAIS,"la réfection de la voirie et des trottoirs et la création d'un parking, rue Jules Guesde",680000.0,73200.0,SERGENT Michel,Sénat,PAS-DE-CALAIS,SOCV
2011/268,ARRACOURT,MEURTHE-ET-MOSELLE,"l'extension du réseau d'éclairage public, rue de la Chapelle et chemin du Poncel, la réfection des murs du choeur de l'église, de la toiture du local technique et du chemin de la Quitaine et l'aménagement d'un parking au cimetière",23031.87,4000.0,PANIS Jacqueline,Sénat,MEURTHE-ET-MOSELLE,UMP
2011/269,ARRAINCOURT,MOSELLE,l'acquisition d'une bâche pour la réalisation d'animations culturelles,9336.0,4668.0,WOJCIECHOWSKI André,Assemblée nationale,MOSELLE,UMP
2011/270,ARRAINCOURT,MOSELLE,la réfection des huisseries et du chauffage de la mairie,15530.88,7765.0,Gouvernement,Réserve ministérielle,,
2011/271,ARRAINCOURT,MOSELLE,l'aménagement d'un sanitaire pour les personnes à mobilité réduite à la mairie,3661.75,1830.0,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV
2011/272,ARRAINCOURT,MOSELLE,l'aménagement de la cour arrière de la Mairie,18002.0,2000.0,MASSON Jean-Louis,Sénat,,
2011/273,ARRAINCOURT,MOSELLE,l'acquisition de mobilier pour la salle de la mairie,7041.36,2000.0,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC
2011/274,ARRAYE-ET-HAN,MEURTHE-ET-MOSELLE,la démolition de bâtiments dans le cadre de l'aménagement foncier de la rue du Château,27400.0,5000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/275,ARRAYE-ET-HAN,MEURTHE-ET-MOSELLE,l'installation d'une borne incendie à Han-sur-Seille,14764.0,3000.0,PANIS Jacqueline,Sénat,MEURTHE-ET-MOSELLE,UMP
2011/276,ARRAYOU-LAHITTE,HAUTES-PYRENEES,la rénovation du pigeonnier et la création d'un espace public avec sanitaires accessibles aux handicapés dans le cadre de l'aménagement du coeur du village,21599.0,5000.0,CARRERE Jean-Louis,Sénat,LANDES,SOC
2011/277,ARRENTIERES,AUBE,la réhabilitation de la salle des fêtes,203019.01,7000.0,GAILLARD Yann,Sénat,AUBE,UMP
2011/278,ARREST,SOMME,la réfection de la voûte de l'église,53561.97,8000.0,BIGNON Jérôme,Assemblée nationale,SOMME,UMP
2011/279,ARRIANCE,MOSELLE,l'acquisition de matériel de déneigement,5887.0,2943.0,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV
2011/280,ARRICAU-BORDES,PYRENEES-ATLANTIQUES,la réfection du sol de l'église,41000.0,12000.0,HABIB David,Assemblée nationale,PYRENEES-ATLANTIQUES,SRC
2011/281,ARS,CHARENTE,la réfection de la cantine du groupe scolaire,11625.33,5000.0,REYNAUD Marie-Line,Assemblée nationale,CHARENTE,SRC
2011/282,ARSAC-EN-VELAY,HAUTE-LOIRE,l'acquisition de mobilier pour les classes maternelles de l'école publique,16090.43,8000.0,BOYER Jean,Sénat,HAUTE-LOIRE,UDI
2011/283,ARSAC-EN-VELAY,HAUTE-LOIRE,l'équipement informatique de l'école et l'acquisition d'un photocopieur pour la mairie,21305.25,10000.0,GOUTEYRON Adrien,Sénat,HAUTE-LOIRE,UMP
2011/284,ARSY,OISE,la protection et l'encadrement du plan du terroir d'Arsy datée de 1783,5028.0,2514.0,MARINI Philippe,Sénat,OISE,UMP
2011/285,ARTAGNAN,HAUTES-PYRENEES,"l'installation de lampadaires solaires, place d'Artagnan",7680.0,2500.0,GLAVANY Jean,Assemblée nationale,HAUTES-PYRENEES,SRC
2011/286,ARTEMARE,AIN,l'aménagement du pôle sportif et d'animation des Glières (tranches ferme et conditionnelles),2117300.0,5000.0,BLANC Etienne,Assemblée nationale,AIN,UMP
2011/287,ARTEMPS,AISNE,la restauration de la toiture du clocher de l'église,111633.0,15000.0,GRUNY Pascale,Assemblée nationale,AISNE,UMP
2011/288,ARTENAY,LOIRET,la construction d'une école de musique,540632.96,30000.0,GROUARD Serge,Assemblée nationale,LOIRET,UMP
2011/289,ARTHAZ-PONT-NOTRE-DAME,HAUTE-SAVOIE,"l'installation d'un système de chauffage par sol, au groupe scolaire",154263.1,12000.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/290,ARTHAZ-PONT-NOTRE-DAME,HAUTE-SAVOIE,la mise aux normes thermiques du bâtiment de l'école maternelle,57314.3,15000.0,CARLE Jean-Claude,Sénat,HAUTE-SAVOIE,UMP
2011/291,ARTHEL,NIEVRE,la mise en valeur des vitraux à l'église Saint-Laurent (2ème tranche),13500.0,5000.0,GORCE Gaëtan,Assemblée nationale,NIEVRE,SRC
