lycee,ville,type,effectif,success
LYCEE DE L'EUROPE,LILLE,PU,262,82
LYCEE CONDORCET,LILLE,PU,213,82
LYCEE VOLTAIRE,LILLE,PU,293,82
LYCEE AUGUSTE ET LOUIS LUMIERE,LYON,PU,276,82
LYCEE FRANCOIS ANDREOSSY,MONTPELLIER,PU,49,82
LYCEE SAINT JOSEPH-LA PROVIDENCE,NANCY-METZ,PR,78,82
LYCEE SAINT ANDRE,NANCY-METZ,PR,23,82
LYCEE CONDORCET,NANCY-METZ,PU,131,82
LYCEE EMILE DUBOIS,PARIS,PU,137,82
LYCEE SAINT PAUL (GENERAL ET TECHNO.),REIMS,PR,58,82
LYCEE PIERRE BAYLE,REIMS,PU,211,82
LYCEE THOMAS MASARYK,REIMS,PU,86,82
LYCEE MARIE DE CHAMPAGNE,REIMS,PU,303,82
LYCEE EDME BOUCHARDON,REIMS,PU,204,82
LYCEE STE THERESE,RENNES,PR,68,82
LYCEE JEAN MOULIN (GENERAL ET TECHNO.),ROUEN,PU,64,82
LYCEE VALLEE DU CAILLY,ROUEN,PU,256,82
LYCEE DU GOLF (GENERAL ET TECHNO.),ROUEN,PU,109,82
LYCEE FERDINAND BUISSON,ROUEN,PU,112,82
LYCEE LES BRUYERES,ROUEN,PU,292,82
ECOLE COMMERCIALE PRIVEE,STRASBOURG,PR,22,82
LYCEE JEAN MONNET,STRASBOURG,PU,238,82
LYCEE RENE CASSIN,STRASBOURG,PU,161,82
LYCEE GUSTAVE EIFFEL,STRASBOURG,PU,46,82
LYCEE NOTRE-DAME,TOULOUSE,PR,50,82
LYCEE SAINTE-THERESE (GENERAL ET TECHNO.),TOULOUSE,PR,41,82
LYCEE MAURICE GENEVOIX,VERSAILLES,PU,235,82
LYCEE DE L HAUTIL (GENERAL ET TECHNO.),VERSAILLES,PU,145,82
LYCEE ST VINCENT DE PAUL,AIX-MARSEILLE,PR,124,81
LYCEE MONTGRAND,AIX-MARSEILLE,PU,255,81
LYCEE JEAN MACE,AMIENS,PU,42,81
LYCEE CASSINI,AMIENS,PU,406,81
LYCEE JEAN RACINE,AMIENS,PU,223,81
LYCEE JEAN CONDORCET,BORDEAUX,PU,199,81
LYCEE LES IRIS (GENERAL ET TECHNO.),BORDEAUX,PU,143,81
LYCEE ARCISSE DE CAUMONT,CAEN,PU,130,81
INSTITUTION SAINT-PAUL,CORSE,PR,64,81
LYCEE PAUL VINCENSINI,CORSE,PU,221,81
LYCEE LEONARD DE VINCI,CRETEIL,PU,142,81
LYCEE CLEMENT ADER (GENERAL ET TECHNO.),CRETEIL,PU,82,81
LYCEE CONDORCET,CRETEIL,PU,112,81
LYCEE JEAN JAURES,CRETEIL,PU,358,81
LYCEE CHARLES DE GAULLE,CRETEIL,PU,189,81
LYCEE MARX DORMOY,CRETEIL,PU,138,81
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.),CRETEIL,PU,215,81
LYCEE POINTE NOIRE (GENERAL ET TECHNO.),GUADELOUPE,PU,96,81
LYCEE STE ANNE,GUADELOUPE,PU,308,81
LYCEE JULES MOUSSERON,LILLE,PU,188,81
LYCEE JEAN PROUVE,LILLE,PU,82,81
LYCEE ERNEST COUTEAUX (GENERAL ET TECHNO.),LILLE,PU,194,81
LYCEE DAMPIERRE,LILLE,PR,68,81
LYCEE PABLO PICASSO (GENERAL ET TECHNO.),LILLE,PU,81,81
LYCEE MARGUERITE YOURCENAR,LILLE,PU,220,81
LYCEE JULIETTE RÉCAMIER,LYON,PU,170,81
LYCEE VICTOR SCHOELCHER,MARTINIQUE,PU,339,81
LYCEE SAINTE ANNE,NANCY-METZ,PR,61,81
LYCEE SAINT VINCENT DE PAUL,NANCY-METZ,PR,55,81
LYCEE EDGAR QUINET (GENERAL ET TECHNO.),PARIS,PU,134,81
LYCEE JEAN LURCAT (GENERAL ET TECHNO.),PARIS,PU,119,81
CITE TECHNIQUE EDOUARD BRANLY,POITIERS,PU,145,81
LYCEE COLBERT,REIMS,PU,92,81
LYCEE VAL DE SEINE,ROUEN,PU,358,81
LYCEE PARC DES LOGES,VERSAILLES,PU,417,81
LYCEE LE SACRE COEUR,AIX-MARSEILLE,PR,44,80
LYCEE ST ELOI,AIX-MARSEILLE,PR,64,80
LYCEE LEONARD DE VINCI,AMIENS,PU,110,80
LYCEE PAUL LANGEVIN,AMIENS,PU,208,80
LYCEE MIREILLE GRENET,AMIENS,PU,208,80
LYCEE LE BEAU RAMEAU BETHARRAM,BORDEAUX,PR,26,80
LYCEE ET COLLEGE EXP,CAEN,PU,50,80
LYCEE EUGENIE COTTON,CRETEIL,PU,80,80
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),CRETEIL,PU,77,80
LYCEE EMMANUEL  MOUNIER,GRENOBLE,PU,172,80
LYCEE HYACINTHE BASTARAUD (GENERAL ET TECHNO.),GUADELOUPE,PU,60,80
LYCEE GASTON MONNERVILLE,GUYANE,PU,231,80
LYCEE ANTOINE ROUSSIN,LA REUNION,PU,208,80
LYCEE EUGENE THOMAS (GENERAL ET TECHNO.),LILLE,PU,141,80
LYCEE GUY MOLLET (GENERAL ET TECHNO.),LILLE,PU,412,80
LYCEE ADVENTISTE RAMA (GENERAL ET TECHNO.),MARTINIQUE,PR,90,80
LYCEE SAINTE CHRETIENNE,NANCY-METZ,PR,28,80
LYCEE SAINTE CHRETIENNE,NANCY-METZ,PR,43,80
LYCEE LA PROVIDENCE,NICE,PR,59,80
LYCEE DIDEROT (GENERAL ET TECHNO.),PARIS,PU,110,80
LYCEE ST EXUPERY,REIMS,PU,190,80
LYCEE FRANCOIS ARAGO,REIMS,PU,94,80
LYCEE AUGUSTE PERRET,ROUEN,PU,34,80
LYCEE LE CORBUSIER,ROUEN,PU,101,80
LYCEE ALBERT SCHWEITZER,STRASBOURG,PU,299,80
LYCEE LOUISE WEISS (GENERAL ET TECHNO.),STRASBOURG,PU,35,80
LYCEE DE L'ARROUZA,TOULOUSE,PU,20,80
LYCEE GASPARD MONGE,VERSAILLES,PU,117,80
LYCEE GALILEE,VERSAILLES,PU,181,80
LYCEE JEAN JAURES (GENERAL ET TECHNO.),VERSAILLES,PU,221,80
LYCEE HENRI LEROY,AIX-MARSEILLE,PR,54,79
LYCEE SAINT JEAN EUDES,CAEN,PR,35,79
LYCEE DU FIUM'ORBU (GENERAL ET TECHNO.),CORSE,PU,80,79
LYCEE RENE CASSIN (GENERAL ET TECHNO.),CRETEIL,PU,89,79
LYCEE OLYMPE DE GOUGES,CRETEIL,PU,187,79
LYCEE LANGEVIN-WALLON (GENERAL ET TECHNO.),CRETEIL,PU,233,79
LYCEE ANDRE LURCAT (GENERAL ET TECHNO.),LILLE,PU,141,79
LYCEE LOUIS PASTEUR,LILLE,PU,195,79
LYCEE NORD ATLANTIQUE (GENERAL ET TECHNO.),MARTINIQUE,PU,91,79
LYCEE DES RECOLLETS,NANCY-METZ,PR,72,79
LYCEE PAUL VALERY,PARIS,PU,190,79
LYCEE PHILIPPE LEBON (GENERAL ET TECHNO.),REIMS,PU,80,79
LYCEE JEAN TALON,REIMS,PU,117,79
LYCEE CLEMENT ADER (GENERAL ET TECHNO.),VERSAILLES,PU,80,79
LYCEE JEAN JAURES,VERSAILLES,PU,130,79
LYCEE TOULOUSE LAUTREC,VERSAILLES,PU,38,79
LYCEE FRANCOIS VILLON,VERSAILLES,PU,238,79
LYCEE JEAN DE LA FONTAINE,AMIENS,PU,278,78
LYCEE ANDRE MALRAUX,AMIENS,PU,198,78
LYCEE ALBERT LE GRAND,BORDEAUX,PR,66,78
LYCEE JEAN VILAR,CRETEIL,PU,257,78
LYCEE INTERNAT D'EXCELLENCE  SOURDUN,CRETEIL,PU,55,78
LYCEE FRANCOIS ARAGO (GENERAL ET TECHNO.),CRETEIL,PU,115,78
LYCEE RAOUL GEORGES NICOLO,GUADELOUPE,PU,185,78
LYCEE FAUSTIN FLERET,GUADELOUPE,PU,310,78
LYCEE THEOPHILE LEGRAND,LILLE,PR,35,78
LYCEE COLBERT (GENERAL ET TECHNO.),LILLE,PU,87,78
LYCEE DU HAINAUT,LILLE,PU,106,78
LYCEE LA JETEE (GENERAL ET TECHNO.),MARTINIQUE,PU,190,78
LYCEE DE BRETAGNE,NANTES,PR,33,78
LYCEE OZAR HATORAH,PARIS,PR,33,78
LYCEE BETH HANNA,PARIS,PR,90,78
LYCEE NOTRE DAME DE RECOUVRANCE,POITIERS,PR,61,78
LYCEE BAZEILLES,REIMS,PU,112,78
LYCEE AMELIE ZURCHER (GENERAL ET TECHNO.),STRASBOURG,PU,100,78
LYCEE L AGORA,VERSAILLES,PU,145,78
LYCEE DE L AUTHIE,AMIENS,PU,159,77
LYCEE PIERRE MENDES-FRANCE,CRETEIL,PU,258,77
LYCEE WOLFGANG AMADEUS MOZART,CRETEIL,PU,240,77
LYCEE JOHANNES GUTENBERG (GENERAL ET TECHNO.),CRETEIL,PU,252,77
LYCEE EDMOND LABBE,LILLE,PU,215,77
LYCEE BAUDELAIRE,LILLE,PU,185,77
LYCEE SAINT LOUIS (GENERAL ET TECHNO.),ORLEANS-TOURS,PR,42,77
LYCEE ROBERT SCHUMAN,ROUEN,PU,159,77
LYCEE MARCEL SEMBAT,ROUEN,PU,172,77
LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),VERSAILLES,PU,159,77
LYCEE CAUCADIS,AIX-MARSEILLE,PR,29,76
LYCEE EDOUARD GAND,AMIENS,PU,156,76
LYCEE JEAN BAPTISTE DELAMBRE,AMIENS,PU,145,76
LYCEE LINO VENTURA,CRETEIL,PU,33,76
LYCEE EUGENE DELACROIX (GENERAL ET TECHNO.),CRETEIL,PU,369,76
LYCEE PAUL LE ROLLAND (GENERAL ET TECHNO.),CRETEIL,PU,32,76
LYCEE BLAISE CENDRARS (GENERAL ET TECHNO.),CRETEIL,PU,231,76
LYCEE PAUL ELUARD,CRETEIL,PU,415,76
LYCEE MONTALEAU,CRETEIL,PU,22,76
LYCEE ISER - BORDIER,GRENOBLE,PR,39,76
LYCEE DES DROITS DE L'HOMME,GUADELOUPE,PU,448,76
LYCEE CESAR BAGGIO,LILLE,PU,140,76
LYCEE JOSEPH PERNOCK (GENERAL ET TECHNO.),MARTINIQUE,PU,91,76
LYCEE SAINTE JEANNE D'ARC,NANCY-METZ,PR,29,76
LYCEE COLBERT,PARIS,PU,196,76
LYCEE ELISA LEMONNIER (GENERAL ET TECHNO.),PARIS,PU,98,76
LYCEE HENRI BERGSON,PARIS,PU,158,76
LYCEE JEAN MOULIN,REIMS,PU,93,76
LYCEE FERNAND ET NADIA LEGER,VERSAILLES,PU,77,76
LYCEE DE LA TOURELLE (GENERAL ET TECHNO.),VERSAILLES,PU,187,76
LYCEE REMPART (RUE DU),AIX-MARSEILLE,PU,115,75
LYCEE NOTRE DAME DE LA VISTE,AIX-MARSEILLE,PR,43,75
LYCEE LA HOTOIE (GENERAL ET TECHNO.),AMIENS,PU,218,75
LYCEE LOUISE MICHEL,CRETEIL,PU,303,75
LYCEE JACQUES FEYDER,CRETEIL,PU,342,75
LYCEE LEONARD DE VINCI,CRETEIL,PU,166,75
LYCEE ADOLPHE CHERIOUX,CRETEIL,PU,179,75
LYCEE JOSEPH MARIE JACQUARD (GENERAL ET TECHNO.),LILLE,PU,93,75
LYCEE JACQUES BREL,LYON,PU,90,75
LYCEE VOLTAIRE,PARIS,PU,236,75
INSTITUTION DON BOSCO,STRASBOURG,PR,26,75
LYCEE GUY DE MAUPASSANT,VERSAILLES,PU,300,75
LYCEE RENE CASSIN,VERSAILLES,PU,380,75
LYCEE FRANCOIS TRUFFAUT,AMIENS,PU,254,74
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.),CRETEIL,PU,255,74
LYCEE ANNE MARIE JAVOUHEY (GENERAL ET TECHNO.),GUYANE,PR,40,74
LYCEE SAINT PIERRE,LILLE,PR,22,74
LYCEE EMILE ZOLA (GENERAL ET TECHNO.),LILLE,PU,120,74
LYCEE FRANTZ FANON,MARTINIQUE,PU,436,74
LYCEE FRANCOIS VILLON,PARIS,PU,122,74
LYCEE SAINT GABRIEL,VERSAILLES,PR,53,74
LYCEE MICHEL ANGE,VERSAILLES,PU,158,74
LYCEE JEAN ROSTAND (GENERAL ET TECHNO.),VERSAILLES,PU,160,74
LYCEE DENIS DIDEROT (GENERAL ET TECHNO.),AIX-MARSEILLE,PU,268,73
LYCEE JEAN BOUIN,AMIENS,PU,44,73
LYCEE JEAN RENOIR,CRETEIL,PU,304,73
LYCEE LIBERTE,CRETEIL,PU,80,73
LYCEE SUGER,CRETEIL,PU,161,73
LYCEE AUGUSTE BLANQUI (GENERAL ET TECHNO.),CRETEIL,PU,212,73
LYCEE FELIX EBOUE,GUYANE,PU,322,73
LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),PARIS,PU,182,73
LYCEE PORTE OCEANE (GENERAL ET TECHNO.),ROUEN,PU,139,73
LYCEE JULIE-VICTOIRE DAUBIE,VERSAILLES,PU,232,73
LYCEE ASSOMPTION,CRETEIL,PR,22,72
LYCEE VOILLAUME,CRETEIL,PU,353,72
LYCEE EUGENE HENAFF,CRETEIL,PU,72,72
LYCEE HENRI SELLIER (GENERAL ET TECHNO.),CRETEIL,PU,108,72
LYCEE ILES DU NORD (GENERAL ET TECHNO.),GUADELOUPE,PU,180,72
LYCEE LEON-GONTRAN DAMAS,GUYANE,PU,290,72
LYCEE ROMAIN ROLLAND,VERSAILLES,PU,189,72
LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),VERSAILLES,PU,445,72
LYCEE GEORGE SAND,CRETEIL,PU,128,71
LYCEE DU PAYS DE CONDE (GENERAL ET TECHNO.),LILLE,PU,163,71
LYCEE BLAISE PASCAL,NANCY-METZ,PU,164,71
LYCEE JULES RICHARD MICROTECHNIQUES (GENERAL ET TECHNO.),PARIS,PR,38,71
LYCEE DE L'ASSOMPTION,REIMS,PR,28,71
LYCEE RENE AUFFRAY,VERSAILLES,PU,115,71
LYCEE SIMONE DE BEAUVOIR,VERSAILLES,PU,294,71
LYCEE JULES UHRY,AMIENS,PU,266,70
LYCEE ST JOSEPH,BORDEAUX,PR,28,70
LYCEE MAURICE UTRILLO,CRETEIL,PU,274,70
LYCEE AUGUSTE BEHAL,LILLE,PU,218,70
LYCEE ACAJOU 1,MARTINIQUE,PU,129,70
LYCEE FRANCOISE DE GRACE,ROUEN,PU,64,70
LYCEE JOLIOT-CURIE,VERSAILLES,PU,311,70
LYCEE PLAINE DE NEAUPHLE,VERSAILLES,PU,135,70
LYCEE SAINT JOSEPH,CLERMONT-FERRAND,PR,31,69
LYCEE MARCELIN BERTHELOT,CRETEIL,PU,167,69
LYCEE PROVIDENCE,GUADELOUPE,PU,245,69
LYCEE JOSEPH GAILLARD,MARTINIQUE,PU,288,69
LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),VERSAILLES,PU,189,69
LYCEE SAINT EXUPERY,AIX-MARSEILLE,PU,385,68
LYCEE LEO LAGRANGE,LILLE,PU,145,68
LYCEE LE CORBUSIER,CRETEIL,PU,272,67
LYCEE ALFRED NOBEL (GENERAL ET TECHNO.),CRETEIL,PU,171,67
LYCEE MAXENCE VAN DER MEERSCH,LILLE,PU,86,67
LYCEE GEORGES BRASSENS,VERSAILLES,PU,130,67
LYCEE ST THOMAS D AQUIN,AIX-MARSEILLE,PR,23,66
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),CRETEIL,PU,83,66
LYCEE MELKIOR GARRE (GENERAL ET TECHNO.),GUYANE,PU,228,66
LYCEE JEAN ROSTAND,LILLE,PU,85,66
LYCEE VICTOR HUGO,AIX-MARSEILLE,PU,272,65
LYCEE JACQUES BREL,CRETEIL,PU,269,65
LYCEE RABELAIS-PARAMEDICAL ET SOCIAL,PARIS,PU,130,65
LYCEE VAUCANSON (GENERAL ET TECHNO.),VERSAILLES,PU,54,65
LYCEE L'ARCHE GUEDON (GENERAL ET TECHNO.),CRETEIL,PU,45,63
LYCEE HENRI WALLON,CRETEIL,PU,191,63
LYCEE MARCEL CACHIN,CRETEIL,PU,95,62
LYCEE BAIMBRIDGE 2 (EX CARAIBES) (GENERAL ET TECHNO.),GUADELOUPE,PU,111,62
LYCEE SENART-ENSEIGNEMENT,VERSAILLES,PR,26,62
LYCEE LA PERSEVERANCE MIXTE,GUADELOUPE,PR,41,59
LYCEE BERTENE JUMINER (GENERAL ET TECHNO.),GUYANE,PU,119,59
LYCEE LUCIE AUBRAC (GENERAL ET TECHNO.),CRETEIL,PU,47,56
LYCEE LEOPOLD ELFORT (GENERAL ET TECHNO.),GUYANE,PU,75,56
LYCEE TOUR SAINTE (DE),AIX-MARSEILLE,PR,52,55
LYCEE SEVIGNE,LILLE,PU,100,55
LYCEE APPLICATION DE L'ENNA,CRETEIL,PU,54,54
LYCEE AMEP (GENERAL ET TECHNO.),MARTINIQUE,PR,193,54
LYCEE JEAN MOULIN,LILLE,PU,134,53
LYCEE DE L'UNION,MARTINIQUE,PR,63,52
LYCEE LUMINA SOPHIE (GENERAL ET TECHNO.),GUYANE,PU,134,45
LYCEE JEAN MOULIN (GENERAL ET TECHNO.),CRETEIL,PU,45,44
